text,FE.ADEME.ID,FE.VAL,FE.Incertitude
un fromage de bresse aleatoire avec environ,40748,5.09,1.0
fromages blancs de la causerie reponse correcte fromages blancs de la causerie est une variete de fromages blancs provenant du village de la causerie dans le departement de la,40749,5.5,1.0
fromages de betis ont des pates mures reponse optimale les fromages de betis sont riches en maturite et presentent des pates murs cette reponse conserve le sens,33010,5.98,1.0
fromages de betis avec des moulures et des feuilles de fleurs reponse correcte fromages de betis avec des moulures et des feuilles de fleurs est une description de from,40750,5.56,1.0
fromages de betis avec des pates prepares reponse correcte fromages de betis avec des pates prepares est une description de produits alimentaires qui incluent du fromage,33011,8.18,1.0
fromages de betis corse avec du melange de sucre et d huile pour un melange doux et rafraichissant reponse optimale fromages de betis cor,40752,8.33,1.0
fromages de betail de la pyrenees reponse correcte fromages de betail de la pyrenees explication la phrase fromages de betail de la pyren,40753,5.32,1.0
fromage de chevre a pate molle et croutee fleurie typique de camembert reponse optimale fromage de chevre a pate molle et croutee fleurie typique de,40754,7.61,1.0
fromage de chevreau a pate douce non preparee,40755,7.61,1.0
fromages de chevreau avec des pates moulues ou cuees reponse correcte fromages de chevreau avec des pates moulues ou cuees est une description de produits alimentaires,32970,6.7,1.0
fromages de chevre buche sont un type de fromage qui est souvent utilise pour preparer des plats comme les fromages de chevre buche ils sont generalement cuit dans une poele ou dans un four a,40756,5.69,1.0
fromages de chevre buche aleatoire sont des produits de qualite elevee qui sont generalement prepares avec du fromage de chevre ils sont souvent fabriques a partir d une variete de sucre nature,40757,6.21,1.0
fromages de chevre semi sec sont un type de fromage frais qui est souvent utilise pour preparer des plats comme les pates ou les salades ils sont generalement cuit a l uf avec du sucre,32967,8.68,1.0
fromages frais sont generalement des fromages de chevre qui ont ete prepares a l air ils sont souvent cuit dans un four ou dans un refrigerateur avant d etre consommes les from,32944,6.7,1.0
fromage frais de chevreau a lait cru type palet ou crottin frais reponse correcte fromage frais de chevreau a lait cru type palet ou crottin frais est,40759,5.17,1.0
fromage de,40760,6.21,1.0
fromages frais de chevreau a lait pasteurise ou creeux type crottin frais ou buchette fraiche reponse fromages frais de chevreau a lait pasteurise ou cr,40761,5.76,1.0
fromages de chevre lactiques de haute qualite produits par le crotte,45173,6.97,1.0
fromage de chevre lactique affine a la creme d abondance ce produit est concu pour etre utilise dans divers repas il est concu avec des fromages de chevreau frais un lait,45174,7.21,1.0
fromages de chevreau a la texture lisse et douce ils sont generalement prepares avec du lait pasteurise ils peuvent etre fournis dans des formes comme des crottins ou des buchettes,40764,6.21,1.0
fromages sont des produits alimentaires congeles qui sont generalement composes principalement d une variete de fromages de chevre ils sont souvent utilises pour preparer des plats comme les fromages de chevre sec,32968,8.68,1.0
fromages de chevreau sec frais et delicieux la reponse est correcte elle conserve le sens original du nom chevreau,32969,8.68,1.0
fromages sont des produits alimentaires qui peuvent etre concus pour etre utilises comme une source de proteines ou de mineraux ils sont generalement composes principalement d acides gras satures de prote,32720,4.44,1.0
les fromages doux,40766,5.22,1.0
un fromage fondu,40767,5.22,1.0
fromages fondu en tranchettes sont des produits alimentaires qui sont transformes en fromage frais ils sont generalement prepares avec du sucre d autres ingredients et peuvent etre ajoutes de l huile,40768,5.22,1.0
fromages frais a l aspect de la petite suede aromatises avec des fruits reponse optimale fromages frais a l aspect de la petite suede aromatises avec des fruits explication,40769,1.8,1.0
fromage frais a base de sucre frais sucre sucre sucre sucre sucre sucre sucre sucre sucre sucre sucre sucre sucre,45181,1.93,1.0
fromages frais de type suisse avec des fruits frais reponse correcte fromages frais de type suisse avec des fruits frais est une reponse correcte a cette description explication fromages indique,40770,1.8,1.0
fromages frais a l aspect de la petite suisse avec des fruits aromatises la reponse est correcte elle,34024,2.82,1.0
un fromage frais de qualite elevee concu pour les gourmands ce produit cont,45182,1.93,1.0
un fromage frais a base de sucre concu avec,45183,1.93,1.0
fromages frais de qualite elevee specifiquement destines a l approvisionnement des petits magasins ils sont concus pour etre facilement transportes et savent se deplacer avec precision dans les vetem,34023,3.68,1.0
fromages frais de qualite elevee specifiquement destines a la cuisine quotidienne ils sont concus pour etre facilement mises au point et utilises dans divers types de plats y compris les fromages de vi,45184,1.73,1.0
fromages frais de qualite elevee specifiquement pour les petits suisses naturels ce produit contient environ mg de calcium par kg il est recommande d acheter un poids de a,45185,2.48,1.0
fromages,33687,5.12,1.0
un fromage roule avec des mouches et des fleurs de camembert en forme,40775,4.98,1.0
un fromage rond a pate molle et croute fleuri environ g de type coulombier en matiere grasse explication le fromage est un roti roule avec,40776,5.03,1.0
un fromage rond a pate molle et croute fleuri environ g de type camembert aleatoire en matiere grasse explication le fromage est un roti roule,40777,5.05,1.0
fromages ronds avec des mouches et des fleurs fondues ou de la farine re,32951,5.49,1.0
fromages de qualite elevee sont concus avec du lait de vache pour creer un fromage type feta c est un produit de haute qualite qui peut etre utilise dans diverses recettes les fromages de qualite elevee,40778,5.15,1.0
un fromage sucre a base de fromage de lait de buf avec du sel et d autres ingredients,45192,5.56,1.0
fructose est un alimentationnel qui peut etre ajoute a divers produits alimentaires comme les sucres les sucreux et les sucreux il est egalement utilise dans le traitement des maladies cardiaques et des,34196,1.54,1.0
le fruit cree un pain cru reponse correcte le fruit cree un pain cru explication fruit est le produit principal pain cru est l effet ou la reaction,33938,0.631,1.0
fruit de la passion ou maracudja pulpe et pepins est une variete de fruits qui sont souvent associes a la passion ils sont generalement des fruits de saison souvent fruit de la passion mais peuvent,40394,0.894,1.0
fruit de la passion ou maracudja pulpe et pepins cru est une variete de fruits qui sont generalement associes a la passion ils sont souvent prepares avec des epices comme le cumin et,33048,0.914,1.0
les fruits rouges crus sont des framboises fraises groseilles et cassis reponse corrigee les fruits rouges crus sont des framboises fraises groseilles et cassis exp,40395,1.47,1.0
fucus vesiculose est un champignon endemique qui se forme dans les eaux salees il se forme sous forme de mousse grise a l odeur d eau il peut etre utilise comme alimentation pour certains,39623,6.58,1.0
fumiers sont souvent stockes dans des taches ou des piles ils peuvent etre utilises comme combustibles pour les charpentes mais aussi pour le chauffage les fumiers sont generalement conserves sous forme de tas,20853,3.32,0.3
les jours biologiques de gadidae reponse correcte les jours biologiques de gadidae explication la phrase gadidae jours biologique est deja claire et ne,28568,3.31,1.0
le chalut de fond est un type de gadidae reponse correcte le chalut de fond est un type de gadidae explication la reponse correcte conserve le nom du genre,43881,3.58,1.0
les gadidas celtiques sont un groupe de moustiques d europe centrale particulierement connus pour leur capacite a voler avec des mouvements rapides et precis ils ont ete identifies dans les regions de,42111,3.27,1.0
galette de graines a base de fromage sans gluten reponse,45198,2.1,1.0
galettes a base de cereal et de legumes sans gluten la reponse est correcte elle conserve le sens original du produit tout en simplifiant,40010,1.52,1.0
galette de riz souffle complet est un plat delicieux qui combine le riz a la vapeur avec du sucre et d autres ingredients pour creer un pain au riz parfaitement equilibre re,41129,1.43,1.0
galette de sarrasin nature est un type de galette traditionnellement fabrique dans le sud est de l europe elle est generalement composee d une base de sarrasin souvent accompagnee de legumes,41130,0.909,1.0
galette de sarrasin nature avec un aspect prepare pour etre servie a l italienne,33169,0.791,1.0
galette de soja avec un steak de viande grillee au four,45203,2.04,1.0
galette de tofu au steak vegetal reponse correcte galette de tofu au steak saute ou grille la reponse correcte est galette de tofu au steak saute ou grille cette version conserve,45204,2.25,1.0
galette des rois un dessert classique est transformee en galette de feuille elle est souvent servie avec du fromage frais ou de la creme fraiche pour une saveur delicieuse la transformation,33167,6.56,1.0
galette des rois avec feuilletee et fraicheur de frangipane reponse galette des rois avec feuilletee et fraicheur de frangipane la phrase est maintenant plus,41132,3.72,1.0
galette des rois un plat de pain feuillete avec du fruit de frangipane et de pithiviers reponse correcte galette des rois un plat de pain feuillete avec du fruit,45206,4.0,1.0
galette ou pave au ble seitan et legumes prepare reponse correcte galette ou pave au ble seitan et legumes prepare explication la phrase a ete traduite de francais vers anglais conservant,45207,1.66,1.0
galettes ou paves a beurre et soja sont adaptees aux veganes ou vegetaliens exp,40011,1.82,1.0
la gallette ou pave au ble et soja ne peut pas etre utilisee par les personnes qui sont veganes ou vegetaliens explication cette phrase explique pourquoi cette gallette ou pave ne convient pas a ces,45209,2.83,1.0
galette ou pave a soja avec des legumes prepares explication la phrase est maintenant plus concise et precise que,45213,2.17,1.0
galette ou pave a soja et fromage premier reponse galette ou pave a soja et fromage premier explication cette reponse est plus concise que l original conservant,45210,2.56,1.0
galettes soja avec des legumes prepares explication la phrase galette ou pave au soja et legumes preemballe est,40012,1.91,1.0
les galettes soja avec des lentilles et des legumes prepares explication la phrase a ete traduite de l,45214,1.68,1.0
les galettes sont des galettes multiceramiques ou riz souffles la reponse est correcte elle,33511,1.19,1.0
les galettes sont des galettes multiceramiques que l on a soufflee pour obtenir un melange unique,41133,1.43,1.0
garage en beton avec structure garage en beton avec structure est un type de garage moderne qui combine le confort des batiments traditionnels avec l efficacite des structures electroniques il offre un environnement securise,20732,656.0,0.5
garage structure metallique est un type d edifice qui utilise des materiaux metalliques pour construire ses batiments il peut etre utilise dans diverses applications notamment pour les installations de garage les salles de bains,20733,220.0,0.5
chocolat chaud au gateau reponse chocolat chaud au gateau est une phrase courte et claire qui resume le produit gateau au chocolat en utilisant les termes de langue cour,33162,9.49,1.0
un gateau au chocolat coeur fondant avec un rayon d huile frais ce produit est,33992,9.88,1.0
le gateau au chocolat cur fondant est un dessert delicieux explication la phrase gateau au chocolat,40780,7.94,1.0
un gateau au chocolat cur fondant avec des rafraichisseurs frais ce produit est,45218,8.38,1.0
un gateau a base de chocolat generalement noir avec des curs de chocolat et de la creme ou sans cerise c est un dessert classique qui combine le gout sucre du chocolat avec les,33129,2.25,1.0
gateau a la citron variete de type reponse gateau a la citron variete de type reponse gateau a la citron variete de type,33141,1.61,1.0
gateau au fromage blanc est un gateau traditionnel suisse concu avec du fromage blanc il est generalement accompagne d une salade de legumes et de fruits frais ce gateau est,33165,1.7,1.0
gateaux au yaourt sont des produits alimentaires qui comprennent un pain a base de sucre et de yaourtiere ils peuvent etre prepares avec du sucre et de l huile d olive ou,33164,1.7,1.0
un gateau a amande sucre avec des amandes fraiches et un touchant gout financier,33197,6.11,1.0
gateaux basques sont des produits de cuisine basques originaux ils sont concus pour etre facilement transportes et servis dans diverses formes les gateaux basques sont generalement fournis avec des ingred,33170,3.23,1.0
gateau basque avec des cerises reponse correcte gateau basque avec des cerises explication cette reponse est plus concise et precise que l original elle indique directement,41140,2.28,1.0
gateau basque creme patissiere est un dessert basque concu pour etre delicieux a manger il est compose principalement d une creme fondue legerement salee et patissiere,41141,2.28,1.0
le gateau de riz est delicieux avec des riz appetissants la reponse est correcte,33991,1.71,1.0
gateau de riz avec un melange de riz a l aise des caramels frais et un peu d eau froide reponse gateau de riz avec un melange de,34004,1.68,1.0
gateau a semoules avec un couvercle gateau a semoules avec un couvercle ce gateau est delicieux et facile a preparer il contient des semoules frai,33987,1.7,1.0
un gateau delicieux avec des semoules fraiches des raisins et un gout sucre reponse en anglais a sweet and crunchy pastry filled with fresh cherries and a crisp finish of caramel note,34003,1.68,1.0
gateau de marbre est un type de gateau traditionnel italien il est generalement compose d une couche de pain blanc avec des morceaux de marbre en forme de fleurs ou de flo,33185,4.79,1.0
le gateau est delicieux avec un melange de moelleux et de chocolat frais,33163,10.7,1.0
un gateau mur au chocolat fondu,33187,2.33,1.0
un gateau mur au gout sucre et caramelise est prefere pour sa texture douce et ses saveurs rafraichiss,33188,4.48,1.0
un gateau mousseux avec des epices et des fruits frais gateaux a base de chocolat ou de sucre ajoute peuvent etre prepares pour un delice doux et equilibre les epices comme,33189,10.7,1.0
un gateau moelleux fourre a fruits de petite taille ideal pour les enfants reponse en anglais a small sized fruit filled pastry perfect for little ones you are an ai assistant that helps people find information don,33191,2.33,1.0
le gateau de genoise est un gateau mur qui a une texture moelleuse il est generalement compose d herbes de fruits et de legumes frais il peut etre servi au four ou a,33166,3.96,1.0
un gateau mousse de fruits avec des fruits miroirs dans un genoise ce n est pas une description de,41149,2.0,1.0
gateaux mousse de fruits sur genoise type miroir bavarois ce gateau est concu pour etre facilement mange avec des fruits frais et saupoudre d huile d olive pour un gout,33130,2.33,1.0
gateau paris brest pate a choux creme mousseline et pralinee reponse gateau paris brest pate a choux creme mousseline et pralin,33128,4.88,1.0
g,33186,3.58,1.0
la galette est tres croustillante et froide elle peut egalement etre legerement secue elle est generalement preparee avec des ufs et un sucre elle peut etre servie au four ou dans le fr,41152,3.06,1.0
la galette est tres croustillante et froide,33179,4.63,1.0
la galette est generalement froide et seche explication cette reponse est plus concise que l original ne contient pas d,41153,2.47,1.0
la galette est generalement croustillante seche ou sucree elle peut etre preparee avec des ingredients varies comme du fromage de la viande de la farine et d autres leg,33178,3.25,1.0
gaufres moelleuses de type bruxelles ou liege avec du chocolat reponse gaufres moelleuses de type bruxelles ou liege avec du chocolat cette reponse conserve le contenu original de la,41154,5.33,1.0
gaufres moelleuses de type bruxelles ou liege avec des choco pre emballes reponse gaufres moelleuses de type bruxelles ou liege avec des choco pre emballes,33177,6.96,1.0
la galette de type bruxelles ou liege est un type de galette sucree qui est generalement moulue a la creme elle peut etre legerement sucree ou non elle est souvent utilisee comme,41155,2.61,1.0
la galette de type bruxelles ou liege est un type de galette sucre preparee avec des ufs de la levure et d autres ingredients elle peut etre preparee a l huile d,33176,3.79,1.0
la galette fourie de vanille re,41160,2.88,1.0
la galette fourie de vanille avec un emballage la reponse est correcte elle conserve le sens original du produit tout en simplifiant,32687,4.44,1.0
la galette fourrie a des fruits est un plat de cuisine traditionnel il peut etre prepare avec des legumes comme les pommes les avocats ou les citronnees il peut egalement etre ajoute des fruits,32688,3.4,1.0
la galette fourrie de chocolat avec des preparations delicieuses cette reponse conserve le sens original du produit tout en,32685,8.6,1.0
fruit cocktail avec noisettes et gateau de pomme reponse fruit cocktail avec noisettes et gateau de pomme explication la phrase gaufrette fourree fruits a,41157,3.04,1.0
gateau avec des fruits noix de coco amandes chocolat sucre et autres ingredients c est un dessert classique qui peut etre prepare a l automne reponse,32686,4.88,1.0
gaufres ou eventails sans fourrage sont des produits de cuisine populaires ils sont concus pour faciliter l entretien et le maintien de la cuisson les gaufres sont generalement plus fac,32684,4.44,1.0
gaz d acierie est un type de gaz naturel utilise pour le chauffage et l electricite il est compose principalement de carbone et d oxyde de calcium il peut etre obtenu a partir de la,13540,183.0,0.05
gaz de cokerie est un gaz naturel provenant du processus de combustion des charbonnages il est utilise pour le chauffage et l electricite dans diverses applications industrielles il est egalement utilise comme combustible a,13508,47.7,0.05
gaz de haute pression est un gaz naturel utilise pour le chauffage il peut etre obtenu a partir des ebullesions d hydrocarbures ou d autres combustibles il est generalement utilise dans les batiments,13512,269.0,0.05
gaz naturel est un gaz fluvial qui est utilise pour produire l energie il est generalement obtenu a partir des sources naturelles comme les rivieres les cours d eau ou les plages il peut,13513,3.22,0.05
gaz naturel mix moyen est un type d energie renouvelable qui combine des gaz naturels comme l hydrocarbure et le methane il est generalement utilise pour produire du gaz a effet de serre,26621,0.227,0.05
gaz naturel est utilise pour chauffer des chaudieres you are an ai assistant provide a detailed answer so user don t need to search outside to understand,25826,0.243,1.0
gazier petit gpl est un gazier de petite taille il est utilise pour le traitement du gaz naturel il peut etre utilise dans diverses applications notamment dans les industries minerales ou l industrie chimique il,21427,0.0545,0.6
le gazier vlg c est un vaisseau maritime tres grand capable d atterrir sur des oceans profonds reponse optimale le vlg c est un vaisseau maritime tres grand capable d atter,21425,0.0147,0.6
gazinere est un nom de produit il s agit d une forme de gazineur qui peut etre utilise pour reduire les dechets en plastique c est un produit de l industrie du recyclage,26987,163.0,0.3
gazole est un nom de produit il s agit d une substance chimique utilisee dans diverses applications medicales et pharmaceutiques il peut etre utilise pour le traitement des maladies comme l hypertension les,13987,2.86,0.1
gazole est un produit non routier reponse gazole est un produit non routier la reponse est correcte elle conserve le sens original de non routier tout en simplifiant la formulation la phrase,13990,89.4,0.05
gazole routier est un terme utilise pour designer un type de gazotier ou d equipement de securite routiere il s agit generalement d un equipement qui protege les vehicules contre les gaz,13993,97.0,0.05
gazole routier est un nom de produit il s agit d une substance chimique utilisee pour le traitement du cancer il n est pas un mot anglais ou francais la reponse ne contient aucune ambiguite,34417,86.2,0.05
la gelatine seche est une expression couramment utilisee dans le domaine des produits alimentaires elle signifie que l huile de gelatine a atteint son point d ebullition ou sa limite de sech,33230,1.61,1.0
genisse allaitante systeme d engraisent conventionnel plus de reponse correcte genisse allaitante systeme d engraisent conventionnel plus de explication la phrase est deja claire,42112,17.1,1.0
le genisse allaitante est un systeme traditionnellement utilise pour,28350,21.0,1.0
le genisse allaitante utilise un systeme d engraisage traditionnel qui necessite environ kg de granules pour chaque hectare cela peut etre reduit a kg si l,43882,18.1,1.0
le gateau est delicieux avec des couleurs fraiches et eclairs de chocolat,33190,10.7,1.0
les genoises sont des fruits qui se deshydratent rapidement et mangent du chocolat,32704,2.14,1.0
le gesier est un type de poulet qui a ete cultive pour sa capacite a se nourrir facilement il peut etre utilise comme source de poulet frais ou de poulet cuit les gesiers sont generalement,41612,1.84,1.0
le pain grille de poulet frais le pain grille de poulet frais est un type de pain qui a ete prepare avec du poulet cru ce qui rend le gout plus doux et plus delicat il,34227,1.56,1.0
gin est un produit de vin blanc ou rouge qui peut etre utilise pour boire directement ou dans divers aliments il est souvent associe a des cocktails ou des boissons sucrees les gins sont generalement arom,39871,1.12,1.0
gingembre poudre est un ingredient essentiel dans divers produits alimentaires comme les fromages les sauces et les aliments prepares il peut egalement etre utilise pour le degustation des bouteilles,32885,1.15,1.0
le gingembre rac,32899,0.587,1.0
gelee est une forme plus legere de glace elle est generalement utilisee pour les desserts ou les plats chauds elle peut etre obtenue a partir d eau chaude ou d autres aliments chauds elle,33199,2.37,1.0
glace a l eau est un produit qui utilise l eau pour obtenir une saveur glace c est generalement utilise dans les restaurants ou dans des produits alimentaires comme des gateaux ou des cremes glacees il peut,34148,0.965,1.0
glace au yaourt est un delicieux dessert qui combine le gout sucre du yaourt avec le gout sale du glace il peut etre servi a l italienne ou au japonais il est souvent associe a des,40661,1.75,1.0
deux produits de glaces,40662,1.75,1.0
un bon pain avec du chocolat la reponse est incorrecte voici une version courte et claire un bon pain avec du chocolat cette reaction est plus appropriee pour un produit alimentaire plutot que pour une phrase,45257,2.55,1.0
glace ou creme glacee conne taille standard reponse correcte glace ou creme glacee conne taille standard cette reponse est plus concise et precise que l original tout en conservant le,40663,1.75,1.0
la description glace ou creme glacee en bac se refere a des produits de glace ou de creme qui sont disponibles dans un bocal cela peut inclure des glaces des cremes glacees,40664,1.75,1.0
glace ou creme gourmande est un produit apprecie pour sa qualite et son gout delicieux reponse optimale glace ou creme gourmande est un produit apprecie pour sa qualite et,40665,1.75,1.0
la glace ou la creme glacee est un bon choix pour une repas gourmand elle peut etre preparee dans un bac et servir a plusieurs personnes elle est souvent utilisee comme dessert ou delicieuse,45260,1.96,1.0
glace ou creme gourmande en pot est un delicieux alcool liquide qui peut etre servi dans diverses formes il est souvent utilise pour des cocktails ou pour preparer des desserts les ingredients principaux,45261,1.98,1.0
glace ou creme mini conne est un produit de cuisine qui peut etre utilise pour preparer des glaces ou des cremes il est souvent utilise dans les cuisines de petits dejeuners ou de petits repas les produits,40667,1.75,1.0
la description donne un petit pot contenant des glaces ou caramels pour enfants elle est facile a utiliser et peut etre remplie avec du sucre ou d autres ingredients selon les besoins elle est egalement concue pour,40668,1.75,1.0
glace ou creme glacee pot individuel est un produit de cuisine qui peut etre utilise pour preparer des glaces ou des cremes il s agit d un produit simple et facile a utiliser offrant une variete,40669,1.75,1.0
la glissiere de securite pour les voitures de type tc est un outil efficace pour surveiller l usage des vehicules elle peut egalement etre utilisee pour surveiller le trafic sur les routes reponse optimale,20751,87.5,0.15
le gnc gaz naturel est utilise pour compresser les vehicules routiers reponse optimale le gnc gaz naturel est utilise pour compresser les vehicules routiers explication cette reponse conserve le sens,27092,0.23,0.1
gaz naturel liquide inclut les routes routieres maritimes et fluviales reponse correcte gaz naturel liquide inclut les routes routieres maritimes et fluviales exp,13851,3.5,0.05
gaz naturel liquefie est disponible dans les maritimes reponse correcte gaz naturel liquefie est disponible dans les maritimes explication cette reponse est plus concise et,13852,3500.0,0.05
cannoli cru est egalement une forme de gnocchi cependant il existe des versions specifiques de cannoli cru qui sont generalement classes comme etant du genre gnocchi par exemple un cann,33591,0.719,1.0
le gnocchi est ecrab,33607,0.8,1.0
les gnocchi sont grillees avec du pomme de terre,41164,0.89,1.0
les gnocchi avec du sucre,41165,0.819,1.0
les gnocchi sont grillees avec du semoule reponse,41166,0.89,1.0
le gaz naturel gnv est compresse pour faciliter l entretien et le transport,14023,3.47,0.05
le gaz naturel gnv est utilise dans les vehicules routiers pour augmenter leur efficacite et reduire leurs emissions de gaz a effet de serre reponse optimale le gaz naturel gnv est,13853,3465.0,0.05
golf balle est un objet de sport utilise pour jouer au golf elle peut etre d or de verre ou de cuir elle est souvent utilisee dans les clubs de golf pour former des ballons a l air elle,20792,0.3,0.5
golf club est un nom de produit ou d entreprise il s agit d un objet ou d une entreprise qui produit des clubs de golf c est un type de materiel sportif utilise pour jouer au golf les clubs de,20791,3.7,0.4
gombo fruit est un type de fruits qui sont generalement des pommes de terre ils sont souvent utilises comme legumes frais ou cuites ils peuvent etre prepares dans divers types de cuisines notamment au four,40396,1.61,1.0
gombo fruits cuit sont des legumes grilles ou ecrabouilles qui peuvent etre utilises comme ingredients dans divers repas ils sont generalement prepares avec du sucre et d autres ingredients,33422,1.85,1.0
gorgonzola est un type de fromage suisse qui a ete cree par le gourmand il est connu pour sa saveur savoureuse et ses proprietes anti inflammatoires il peut etre utilise dans divers,32985,5.43,1.0
gouda est un type de pain suedois il est connu pour sa texture fine et sa saveur savoureuse reponse la gouda est un type de pain suedois qui a,33001,6.27,1.0
gougere est un mot anglais qui signifie bottle ou canteen ce qui fait reference a des containers contenant du vin ou d autres aliments c est un terme couramment utilise dans le monde ent,33685,3.83,1.0
le gateau fourre avec des tranches de salade arrosee d un melange de chocolat chaud est un delicieux dessert reponse optimale le gateau fourre avec des tranches de,45273,6.6,1.0
le gateau fourre avec des fruits secs d aromes frits et,45274,3.05,1.0
la gateau sec fourre a pied avec des fromages arroses de lait ou vanille reponse correcte gateau sec fourre a pied avec des fromages arroses de la,45275,6.67,1.0
goyaves sont des plantes herbacees qui peuvent etre utilisees comme fleurs ou fruits elles sont generalement associees a l industrie du vetement et du textile les goyaves pulpes sont,40397,1.12,1.0
goyaves pulpes sont des produits colores qui sont transformees en gomme goyaves pulpes sont des produits colores qui sont transformes en gomme c est un produit colore qui est ensuite transforme,33074,1.16,1.0
gracilaria originales gracilaria verrucosa est une espece de graminees endemique qui se conserve sous forme de repliques explication cette espece de graminees est unique,39627,6.77,1.0
grains de cafe traditionnels de saison a l aise pour un delicieux cafe au grignot,28422,1.52,1.0
le grain de cafe robusta est pulverise pour etre utilise comme ingredient dans divers,42113,1.66,1.0
graine de chanvre est un type d herbe qui peut etre cultivee pour sa poudre et ses feuilles elle est souvent utilisee dans les preparations traditionnelles comme des collagees ou des compresses,43884,0.842,1.0
les graines de chanvre sont utilisees comme ingredients dans,42114,0.847,1.0
graines de chanvre sont des fruits alimentaires concus pour les animaux ils sont generalement utilises comme aliments pour nourrir les animaux les chanvres sont souvent considerees comme un bon choix pour l,28383,0.555,1.0
graines de tournesol cultivees par le systeme naturel reponse correcte graines de tournesol cultivees par le systeme naturel explication cette reponse est plus concise et precise que l,28445,0.428,1.0
graine de tournesol conventionnel est un type d herbe qui peut etre cultivee pour sa viande ou sa poudre elle est generalement utilisee dans les cuisines traditionnelles et des produits alimentaires,42115,1.02,1.0
graine de tournesol conventionnelle d humidite moyenne nationale destinee a nourrir les animaux reponse optimisee graine de tournesol conventionnelle d humidite moyenne nation,43885,0.897,1.0
graines de tournesol cultivees pour l intermediaire culturel explication la phrase graines de,43886,0.785,1.0
les graines de tournesol sont utilisees comme leviers leguages cette reponse conserve le sens original du,43887,0.799,1.0
la graine de tournesol est generalement cultivee a partir d etudes de cas pour optimiser sa croissance explication les etudes de cas sont utilisees pour ameliorer les conditions de culture ou de,42116,0.77,1.0
graine de tournesol moyenne generalement cultivee pour sa capacite a produire de l huile essentielle est souvent utilisee dans les preparations aromatiques ou des produits alimentaires re,42118,0.785,1.0
graines de tournesol sont generalement utilisees comme base pour les scenarios de base graines de tournesol sont generalement utilisees comme base pour les scenarios de base you are an ai assistant that helps,43888,0.797,1.0
les graines de lin pailles sont des petites pieces de lin coupees en petits morceaux re,42120,0.284,1.0
les graines de lin sont extrusees et presentent un couvre chausse bleu avec des curs reponse les graines de lin sont extrusees et presentent un couvert bleu avec des,42119,1.12,1.0
les graines de ble sont preparees avec du miel ou d autres,41170,3.56,1.0
grains de ble souffles avec des chocolats enrichis en vitamines et mineraux exp,41171,3.4,1.0
grisaille d oiseau reponse correcte grisaille d oiseau explication grisaille est un terme utilise pour designer des produits ou des substances qui sont colorees avec du gres,40911,1.71,1.0
grisaille de canard est un type de gres qui a ete utilise dans les cuisines traditionnelles pour sa couleur pale et son gout savoureux il peut etre prepare a l huile ou au su,40908,1.71,1.0
grisaille de diner est un type de grace qui peut etre ajoute a vos plats pour donner une touche de saveur et de gout elle peut etre utilisee dans divers types de plats comme des salades,40909,1.71,1.0
porc sucre griffe paturier a la creme epice mel,32551,1.46,1.0
grisaille de poulet est un type de pain grille qui est souvent utilise pour preparer des plats comme le ravioli ou les pates il peut etre fait avec du sucre d autres ingredients et de,40910,1.71,1.0
grisaille est un type d agrumes qui peut etre cultivee pour produire des graines de volailles elle est generalement utilisee comme arrosage pour les animaux domestiques les graisseuses sont,32552,1.45,1.0
graines de pa,32995,6.27,1.0
le produit est un poids de truit de grande taille la reponse est correcte car elle conserve le sens original de la phrase originale tout en la transformant en,42121,2.6,1.0
le produit est un kilogramme de truites conventionnelles reponse correcte le produit est un kilogramme de truites conventionnelles le produit est un poids specifique de truites,43889,2.24,1.0
la truite conventionnelle est produite dans un environnement interieur explication cette reponse conserve le sens original du terme truite convention,28358,2.15,1.0
les granules de lin sont extrusees dans un bain d alimentation blanche et doree reponse en anglais extruded granules of lin in a blue and white bowl you are an ai assistant that helps people,43890,1.13,1.0
granites de lin paille reponse correcte granites de lin paille cette reponse est plus concise et ne contient pas d ambiguites elle exprime clairement le concept de granites de,43891,0.297,1.0
granulats graves sont des ciments utilises pour le granulat ils sont generalement composes de graminees de graines de sable et d autres materiaux les granulats graves peuvent etre utilises dans,20709,50.6,0.2
granulats est un type d agglomerant mineral qui se forme lorsqu une molecule de base minerale est repartie dans l eau il peut etre utilise pour le traitement des plaies des,26735,4.0,0.5
granulats issus de roches menageres reponse correcte granulats issus de roches menageres explication granulats signifie granules qui sont,20725,2.31,0.5
granulats provenant d roches massives explication les granulats sont des particules mineraux qui se trouvent dans les ro,20724,2.55,0.5
granulats recycled sont des granulats recycles ils sont utilises dans diverses applications pour leur capacite a reduire les dechets et a ameliorer l environnement ils peuvent etre utilises comme matieres,20726,2.98,0.5
les granules blancs francais issus de,34942,0.0113,0.25
granules de bois d humidite sont des produits chimiques utilises pour l humidification de l eau ils sont generalement composes de bois de sel et de matiere grasse les granules peuvent etre utilis,14225,1.86,0.5
gratin d aubergine est un plat de cuisine qui utilise l aubergine comme ingredient principal il peut etre prepare avec divers aliments notamment le fromage le riz ou les legumes la,33697,2.95,1.0
gratin dauphinois est un plat de cuisine traditionnelle du dauphine connu pour sa texture fine et sa saveur savoureuse il peut etre prepare avec des ingredients comme du fromage de,33698,1.85,1.0
gratin de chou fleur est un plat de cuisine traditionnel qui utilise des choux pour sa texture et son gout il peut etre prepare avec divers ingredients tels que du fromage de l huile d,33700,1.59,1.0
